Course Name,Difficulty Level,Course Rating,Course URL,category,skills_clean
Managing Data Analysis,Intermediate,4.5,https://www.coursera.org/learn/managing-data-analysis,Data Science & ML,inference data analysis communication general statistics interpretation exploratory data analysis process leadership and management data management analysis business leadership-and-management
Handheld AR App Development with Unity,Advanced,3.8,https://www.coursera.org/learn/handheld-ar,Mobile Development,physics augmented reality ios development anchoring display devices relative change and difference virtual reality android development interfaces robotics computer-science mobile-and-web-development
Introduction to Data Analytics,Advanced,4.7,https://www.coursera.org/learn/introduction-to-data-analytics,Data Science & ML,analytics data analysis physics exploratory data analysis business analytics python programming quality control data science sql business analysis data-science data-analysis
Principal Component Analysis with NumPy,Beginner,4.6,https://www.coursera.org/learn/principal-component-analysis-numpy,Data Science & ML,general statistics numpy principal component analysis machine learning statsmodels python programming dimensionality reduction exploratory data analysis analysis data-science machine-learning
Deep Neural Networks with PyTorch,Beginner,4.3,https://www.coursera.org/learn/deep-neural-networks-with-pytorch,Data Science & ML,deep learning gradient stochastic convolutional neural network pytorch python programming artificial neural networks human learning gradient descent machine learning data-science machine-learning
Code Free Data Science,Beginner,4.3,https://www.coursera.org/learn/code-free-data-science,Data Science & ML,analytics knime download decision tree machine learning data manipulation data mining data clustering algorithms microsoft excel modeling data-science machine-learning
Compose and Program Music in Python using Earsketch,Beginner,4.4,https://www.coursera.org/learn/compose-program-music-in-python-using-earsketch,Data Science & ML,sound python programming music user interface design machine learning language interfaces computer programming euler's totient function project computer-science algorithms
Basic Data Processing and Visualization,Advanced,4.2,https://www.coursera.org/learn/basic-data-processing-visualization-python,Data Science & ML,software jpeg outlier python programming data visualization numpy predictive analytics big data python libraries json data-science data-analysis
Create a Python Application using MySQL,Beginner,4.4,https://www.coursera.org/learn/create-python-application-mysql,Data Science & ML,relational database python programming vpython computer programming sql object-oriented programming project mysql web development databases computer-science software-development
Tweet Emotion Recognition with TensorFlow,Beginner,4.9,https://www.coursera.org/learn/tweet-emotion-tensorflow,Data Science & ML,mathematical optimization gradient artificial neural networks natural language machine learning recurrent neural network statistical classification tensorflow natural language processing deep learning data-science machine-learning
Tables and Forms in HTML,Beginner,4.7,https://www.coursera.org/learn/tables-and-forms-in-html,Web Development,web page project management project mine display devices html web ordered pair trigonometric integral text editors surround sound computer-science mobile-and-web-development
Building Candlestick Charts with Tableau,Beginner,4.3,https://www.coursera.org/learn/building-candlestick-charts-tableau,Data Science & ML,software chart tableau software virtual reality simulation python programming project trading japanese language stock business finance
Video Basics with OpenCV and Python,Beginner,4.1,https://www.coursera.org/learn/computer-vision-video-basics-opencv-python,Data Science & ML,saving computer programming opencv face recognition euler's totient function computer vision tensorflow python programming project machine learning data-science machine-learning
Neural Style Transfer with TensorFlow,Beginner,4.6,https://www.coursera.org/learn/neural-style-transfer,Data Science & ML,tensorflow cost project python programming artificial neural networks modeling project mine retain mathematical optimization machine learning data-science machine-learning
